電影,#genre#
ナショナル ジオグラフィック チャンネル,rtmp://202.39.64.233/channel/61322a43c6f62a25d2da21e6?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
東映チャンネル,rtmp://202.39.64.233/channel/61322b7dc6f62a25d2da21ec?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
女性チャンネル♪LaLa TV,rtmp://202.39.64.233/channel/61322cc4c6f62a25d2da21ee?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
ムービープラス,rtmp://202.39.64.233/channel/61322cfcc6f62a25d2da21f0?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
日テレG+,rtmp://202.39.64.233/channel/61322d3dc6f62a25d2da21f2?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
衛星劇場ＨＤ,rtmp://202.39.64.233/channel/61322d9cc6f62a25d2da21f4?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
GAORA,rtmp://202.39.64.233/channel/61322dd5c6f62a25d2da21f6?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
ザ・シネマ,rtmp://202.39.64.233/channel/61322e18c6f62a25d2da21f8?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
スカイ・A sports＋,rtmp://202.39.64.233/channel/61322e4dc6f62a25d2da21fa?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
ディスカバリーチャンネル,rtmp://202.39.64.233/channel/61322e7fc6f62a25d2da21fc?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
旅チャンネル,rtmp://202.39.64.233/channel/61322f91c6f62a25d2da21fe?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
WOWOWシネマ,rtmp://202.39.64.233/channel/61322fcfc6f62a25d2da2200?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
WOWOWライブ,rtmp://202.39.64.233/channel/61323005c6f62a25d2da2202?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
WOWOWプライム,rtmp://202.39.64.233/channel/61323038c6f62a25d2da2204?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
テレ朝チャンネル２,rtmp://202.39.64.233/channel/61323075c6f62a25d2da2206?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
テレ朝チャンネル１,rtmp://202.39.64.233/channel/613230b1c6f62a25d2da2208?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
ミュージック・エア,rtmp://202.39.64.233/channel/613230ebc6f62a25d2da220a?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
TBSチャンネル１,rtmp://202.39.64.233/channel/61323121c6f62a25d2da220c?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
フジテレビＮＥＸＴ ライブ・プレミアム,rtmp://202.39.64.233/channel/6132323ec6f62a25d2da2210?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
フジテレビＯＮＥ スポーツ・バラエティ,rtmp://202.39.64.233/channel/61323275c6f62a25d2da2212?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
フジテレビＴＷＯ ドラマ・アニメ,rtmp://202.39.64.233/channel/613232c2c6f62a25d2da2214?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
WOWOWシネマ,http://203.162.235.41:16916
WOWOWシネマ,http://redlabmcdn.s.llnwi.net/jp01/cs07/index.m3u8
フジテレビ,http://redlabmcdn.s.llnwi.net/jp01/ryowa7/index.m3u8
フジテレビ,http://203.162.235.41:16904
日本新聞24小時,https://n24-cdn-live.ntv.co.jp/ch01/High.m3u8
日本新聞24,http://www.news24.jp/livestream/index.m3u8
日本天気予報,http://movie.mcas.jp/mcas/smil:wn1.smil/chunklist_b1800000.m3u8
日本氣象,http://movie.mcas.jp/mcas/wn1_2/master.m3u8
日本購物,http://bcsecurelivehls-i.akamaihd.net/hls/live/265320/5043843989001/140130JTDX/index_600.m3u8
日本TOKYO,http://movie.mcas.jp/mcas/gm2_2/chunklist.m3u8
日本QVC【公眾號:手機軟件資源局】,http://cdn-live1.qvc.jp/iPhone/800/800.m3u8
日本lDX,http://bcsecurelivehls-i.akamaihd.net/hls/live/265320/5043843989001/140130JTDX/index_1200.m3u8
日本 Ⅰ 全天新聞,https://n24-cdn-live.ntv.co.jp/ch01/index.m3u8
日本Ⅰ寶石GSTV,https://gemstv.wide-stream.net/gemstv01/smil:gemstv01.smil/playlist.m3u8
NHK総合,http://203.162.235.41:16903
NHK Eテレ,http://203.162.235.41:16901
NHK BSプレミアム,http://203.162.235.41:16910
TBSテレビ,http://203.162.235.41:16907
BS TBS,http://203.162.235.41:16913
テレビ朝日,http://203.162.235.41:16906
BS 朝日,http://203.162.235.41:16914
BSフジ,http://203.162.235.41:16911
テレビ東京,http://203.162.235.41:16908
BS 東京,http://203.162.235.41:16915
BS 日テレ,http://203.162.235.41:16912
日テレ,http://203.162.235.41:16905
WOWOW シネマ,http://203.162.235.41:16916
Tokyo MX 1,http://movie.mcas.jp/mcas/mx1_2/chunklist.m3u8
Tokyo MX 2,http://movie.mcas.jp/mcas/mx2_2/chunklist.m3u8
ウェザーニュース,http://movie.mcas.jp/mcas/wn1_2/master.m3u8
日本NHK華語,https://nhkw-zh-hlscomp.akamaized.net/8thz5iufork8wjip/playlist.m3u8
日本天気預報,http://movie.mcas.jp/mcas/wn1_2/master.m3u8
CGN日本,http://cgntv-glive.ofsdelivery.net/live/_definst_/cgntv_jp/playlist.m3u8
Japanet DX Channel,http://bcsecurelivehls-i.akamaihd.net/hls/live/265320/5043843989001/140130JTDX/index_600.m3u8
群馬テレビ,https://movie.mcas.jp/switcher/mcas8_2/chunklist.m3u8
BS日テレ,http://203.162.235.41:16912
BS東京,http://203.162.235.41:16915
NHK World Japan,https://nhkworld.webcdn.stream.ne.jp/www11/nhkworld-tv/global/2003458/live.m3u8
NTV News24,https://www.news24.jp/livestream/index.m3u8
NYX 1,https://cdn1.ibizastream.biz:441/free/1/playlist_dvr.m3u8
NYX 2,https://cdn1.ibizastream.biz:441/free/2/playlist_dvr.m3u8
QVC Japan,https://cdn-live1.qvc.jp/iPhone/1501/1501.m3u8
Shop Channel,https://stream3.shopch.jp/HLS/master.m3u8
TBS News,https://tbs1.media.ylive.jp/d6d710ed2c204b4cb9ffea55a16a5f40/ap-northeast-1/5690807595001/playlist.m3u8
Weather News,https://movie.mcas.jp/mcas/smil:wn1.smil/master.m3u8
泰國,#genre#
$c_start🍌泰國🍌$c_end
泰01,https://thaipbs-ujxrch.cdn.byteark.com/live/playlist_1080p/index.m3u8
泰02,http://news1.live14.com/stream/news1_hi.m3u8
泰03,https://tc-live1.sanook.com/live/22302_ch5.m3u8
泰04,https://bcovlive-a.akamaihd.net/2d37038b355f4ea6a6b0d46993dc285c/ap-southeast-1/5282994675001/profile_0/chunklist.m3u8
泰05,http://usa.login.in.th:1935/ch8/ch8/playlist.m3u8
泰06,https://dltv-live-edge.catcdn.cloud/dltv01_720p/index.m3u8
泰07,https://dltv-live-edge.catcdn.cloud/dltv02_720p/index.m3u8
泰08,https://dltv-live-edge.catcdn.cloud/dltv03_720p/index.m3u8
泰09,https://dltv-live-edge.catcdn.cloud/dltv04_720p/index.m3u8
泰10,https://dltv-live-edge.catcdn.cloud/dltv05_720p/index.m3u8
泰11,https://dltv-live-edge.catcdn.cloud/dltv06_720p/index.m3u8
泰12,https://dltv-live-edge.catcdn.cloud/dltv07_720p/index.m3u8
泰13,https://dltv-live-edge.catcdn.cloud/dltv08_720p/index.m3u8
泰14,https://dltv-live-edge.catcdn.cloud/dltv09_720p/index.m3u8
泰15,https://dltv-live-edge.catcdn.cloud/dltv10_720p/index.m3u8
泰16,https://dltv-live-edge.catcdn.cloud/dltv11_720p/index.m3u8
泰17,https://dltv-live-edge.catcdn.cloud/dltv12_720p/index.m3u8
泰18,https://dltv-live-edge.catcdn.cloud/dltv13_720p/index.m3u8
泰19,https://dltv-live-edge.catcdn.cloud/dltv14_720p/index.m3u8
泰20,https://dltv-live-edge.catcdn.cloud/dltv15_720p/index.m3u8
泰21,https://www.livedoomovie.com/02_golfhd_720p/chunklist.m3u8
泰22,https://59ffdfa4495c3.streamlock.net/MONO29_HLS_1080P/mono29hls_1080TH.stream/chunklist.m3u8
泰23,http://live.prd.go.th:1935/live/ch1_L.sdp/chunklist.m3u8
泰24,http://news1.live14.com/stream/news1.m3u8
泰25,http://thaipbs-live.cdn.byteark.com/live/playlist_480p/index.m3u8
泰26,https://thaipbs-live.cdn.byteark.com/live/playlist.m3u8
泰27,https://thaipbs-live.cdn.byteark.com/live/playlist_1080p/index.m3u8
泰28,https://thaipbs-live.cdn.byteark.com/live/playlist_720p/index.m3u8
泰29,https://live.thairath.co.th/trtv2/playlist.m3u8
泰30,http://49.231.66.85:1935/live/tptv/playlist.m3u8
泰31,https://www.livedoomovie.com/02_PremierHD1_720p/chunklist.m3u8
泰32,https://www.livedoomovie.com/02_PremierHD2_720p/chunklist.m3u8
泰33,https://www.livedoomovie.com/02_PremierHD3_720p/chunklist.m3u8
泰34,https://www.livedoomovie.com/02_PremierHD4_720p/chunklist.m3u8
泰35,https://www.livedoomovie.com/02_PremierHD5_720p/chunklist.m3u8
泰36,https://www.livedoomovie.com/02_sport5_480p/chunklist.m3u8
泰37,https://www.livedoomovie.com/02_sport7_480p/chunklist.m3u8
泰38,https://www.livedoomovie.com/02_2sporthd1_720p/chunklist.m3u8
泰39,https://www.livedoomovie.com/02_2sporthd2_720p/chunklist.m3u8
泰40,https://www.livedoomovie.com/02_2sporthd3_720p/chunklist.m3u8
泰41,https://www.livedoomovie.com/02_2sporthd4_720p/chunklist.m3u8
泰42,https://www.livedoomovie.com/02_TennisHD_720p/chunklist.m3u8
泰43,http://vip2.liveanywhere.asia:1935/tvmuslim/tvmuslim/playlist.m3u8
泰45,http://symc-cdn.violin.co.th:1935/tndedge/whitechannel/chunklist.m3u8
🔞,#genre#
$c_start🍌🔞🍌$c_end
HOT,rtmp://45.92.126.226/channel/60e5a836c47203d3a673d5ec?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
HAPPY,rtmp://45.92.126.226/channel/60e5a862c47203d3a673d5ee?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
彩虹E台,rtmp://45.92.126.226/channel/60e5a89ec47203d3a673d5f0?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
松視一,rtmp://45.92.126.226/channel/60e5a8cbc47203d3a673d5f2?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
松視二,rtmp://45.92.126.226/channel/60e5a8f2c47203d3a673d5f4?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
松視三,rtmp://45.92.126.226/channel/60e5a926c47203d3a673d5f7?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
K頻道,rtmp://45.92.126.226/channel/60e5a993c47203d3a673d5f9?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
潘朵拉完美台,rtmp://45.92.126.226/channel/60e5a9bfc47203d3a673d5fb?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
Look HD,rtmp://45.83.118.242/channel/60ecdf7f020b42a2f634be25?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
彩虹電影台,rtmp://202.39.64.233/channel/60ed7124020b42a2f634bfe5?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
潘朵拉粉紅台,rtmp://45.92.126.226/channel/60fa6c9c8dfe8209677fdb1a?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
驚艷台,rtmp://45.92.126.226/channel/60fa6d048dfe8209677fdb1c?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
香蕉台,rtmp://45.92.126.226/channel/60fa6d608dfe8209677fdb1e?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
JSTAR極限台,rtmp://45.92.126.226/channel/60fa6d9b8dfe8209677fdb20?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
香草天道,rtmp://118.163.221.79/channel/6130ff36c6f62a25d2da217d?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
彩虹通道,rtmp://118.163.221.79/channel/61319b25c6f62a25d2da21b8?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
PLAYBOY,rtmp://118.163.221.79/channel/61319b62c6f62a25d2da21ba?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
KMP,rtmp://118.163.221.79/channel/61319ba0c6f62a25d2da21bd?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
性愛教主,rtmp://118.163.221.79/channel/6131004fc6f62a25d2da2185?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
VENUS,rtmp://118.163.221.79/channel/61310094c6f62a25d2da2187?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
做愛特教班,rtmp://118.163.221.79/channel/613100d2c6f62a25d2da2189?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
奶奶按摩店,rtmp://118.163.221.79/channel/6131010cc6f62a25d2da218b?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
AV女王,rtmp://118.163.221.79/channel/61310232c6f62a25d2da218d?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
人妻不倫,rtmp://118.163.221.79/channel/6131027ac6f62a25d2da218f?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
水多多,rtmp://118.163.221.79/channel/613102e2c6f62a25d2da2191?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
近親相姦,rtmp://118.163.221.79/channel/61319ab6c6f62a25d2da21b6?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
午夜藍,rtmp://118.163.221.79/channel/61319c1cc6f62a25d2da21bf?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
櫻桃,rtmp://118.163.221.79/channel/61319cdfc6f62a25d2da21c3?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
大學女援交妹,rtmp://118.163.221.79/channel/613221dbc6f62a25d2da21d0?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
做愛輸入,rtmp://202.39.64.233/channel/613229bec6f62a25d2da21e2?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
松视1台,https://flv3948069e.live.126.net/live/sytv_8ca30b716e846bfa3b4ddeb5ce7734c8.flv
松视2台,https://flv3948069e.live.126.net/live/sytv_56830b3d6e8464f8479dde69be773622.flv
松视3台,https://flv3948069e.live.126.net/live/sytv_ca330b8dfe8461e4b3bdde39ce773e83.flv
松视4台,https://flv3948069e.live.126.net/live/sytv_02630be6be846d47da6dde603e773bc3.flv
潘多拉完美,https://flv3948069e.live.126.net/live/sytv_30630b464e846ca2cb9ddefe0e773e87.flv
Aldult-2,http://125.227.210.55:9051/VideoInput/play.ts
Aldult-4,http://125.227.210.55:9053/VideoInput/play.ts
Aldult-5,http://125.227.210.55:9054/VideoInput/play.ts
Aldult-1,http://125.227.210.55:9055/VideoInput/play.ts
Aldult-3,http://125.227.210.55:9062/VideoInput/play.ts
A1,http://195.154.222.33:30080/Entry/cuckold
A2,http://195.154.222.33:30080/Entry/threesome
A3,http://195.154.222.33:30080/Entry/bigdick
A4,http://195.154.222.33:30080/Entry/bigtits
A5,http://173.0.54.210:30080/Entry/av06
